Postal Code,Sales,Quantity,Discount,Profit,Order Year,Order Month,Order Day,Ship Mode_First Class,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Consumer,Segment_Corporate,Segment_Home Office,Sub-Category_Bookcases,Sub-Category_Chairs,Sub-Category_Furnishings,Sub-Category_Tables
23320,1139.92,4,0.0,284.98,2014,3,14,0,0,0,1,0,0,1,0,1,0,0
60098,845.488,8,0.3,-12.0784,2016,12,27,0,0,0,1,0,1,0,0,1,0,0
30076,56.28,6,0.0,15.7584,2017,4,8,0,0,0,1,0,1,0,0,0,1,0
11572,14.98,1,0.0,6.8908,2016,3,19,0,0,1,0,1,0,0,0,0,1,0
11572,20.32,4,0.0,6.9088,2016,3,19,0,0,1,0,1,0,0,0,0,1,0
92037,1603.136,4,0.2,100.196,2016,8,26,1,0,0,0,0,1,0,0,1,0,0
28314,225.296,2,0.2,22.5296,2016,8,15,0,0,1,0,1,0,0,0,1,0,0
30318,1628.82,9,0.0,374.6286,2017,5,19,0,0,0,1,1,0,0,1,0,0,0
33710,17.088,2,0.2,1.068,2017,6,12,0,0,0,1,1,0,0,0,0,1,0
85705,314.352,3,0.2,-35.3646,2014,3,22,0,0,0,1,0,1,0,0,1,0,0
92037,153.568,2,0.2,-5.7588,2016,1,21,0,0,1,0,1,0,0,0,1,0,0
92037,1013.488,7,0.2,76.0116,2016,1,21,0,0,1,0,1,0,0,0,1,0,0
94110,6.96,4,0.0,2.2272,2016,11,11,0,0,1,0,1,0,0,0,0,1,0
85281,307.92,5,0.2,-34.641,2016,10,18,0,0,0,1,1,0,0,0,1,0,0
70601,51.96,2,0.0,12.99,2014,4,29,0,0,1,0,1,0,0,0,1,0,0
14609,69.08,11,0.0,29.0136,2017,10,23,0,0,0,1,0,1,0,0,0,1,0
77036,408.422,2,0.3,-5.8346,2015,4,26,0,0,0,1,1,0,0,0,1,0,0
60035,539.658,3,0.3,-7.7094,2016,6,27,0,0,0,1,0,1,0,0,1,0,0
19140,14.368,2,0.2,3.9512,2016,11,23,0,1,0,0,0,1,0,0,0,1,0
19140,70.448,7,0.2,12.3284,2016,11,23,0,1,0,0,0,1,0,0,0,1,0
13601,70.71,1,0.0,4.9497,2014,9,2,1,0,0,0,1,0,0,0,0,1,0
31907,18.84,3,0.0,7.9128,2017,7,10,0,0,1,0,1,0,0,0,0,1,0
48601,19.76,4,0.0,8.2992,2017,11,18,0,0,0,1,0,0,1,0,0,1,0
94109,144.784,1,0.2,10.8588,2015,8,8,0,1,0,0,1,0,0,0,1,0,0
53209,90.99,1,0.0,14.5584,2017,3,25,0,0,0,1,0,1,0,0,1,0,0
53209,368.97,3,0.0,40.5867,2017,3,25,0,0,0,1,0,1,0,0,1,0,0
90049,18.7,1,0.0,7.106,2017,11,19,0,0,0,1,1,0,0,0,0,1,0
94122,38.29,7,0.0,16.4647,2016,11,4,1,0,0,0,1,0,0,0,0,1,0
92024,26.25,3,0.0,11.025,2017,12,14,0,0,0,1,0,0,1,0,0,1,0
85301,113.888,2,0.2,9.9652,2017,11,12,0,1,0,0,0,0,1,0,1,0,0
85301,113.568,2,0.2,-5.6784,2017,11,12,0,1,0,0,0,0,1,0,0,1,0
13601,191.646,3,0.1,31.941,2017,6,27,0,0,0,1,0,0,1,0,1,0,0
92054,81.568,2,0.2,9.1764,2017,12,16,0,0,1,0,0,1,0,0,1,0,0
92054,97.184,2,0.2,6.074,2017,12,16,0,0,1,0,0,1,0,0,1,0,0
92054,18.96,2,0.0,7.584,2017,12,16,0,0,1,0,0,1,0,0,0,1,0
60076,32.952,6,0.6,-19.7712,2014,12,27,0,0,0,1,1,0,0,0,0,1,0
28314,28.272,2,0.2,6.3612,2017,11,6,0,0,1,0,1,0,0,0,0,1,0
75002,244.006,2,0.3,-31.3722,2015,5,7,0,0,0,1,1,0,0,0,0,0,1
19143,188.552,7,0.3,-2.6936,2017,12,4,0,1,0,0,0,1,0,0,1,0,0
29464,545.94,6,0.0,87.3504,2014,1,13,0,0,1,0,1,0,0,0,1,0,0
19134,43.296,2,0.2,4.3296,2015,6,12,0,0,0,1,1,0,0,0,0,1,0
98115,123.136,4,0.2,13.8528,2014,7,12,0,0,0,1,1,0,0,0,1,0,0
97477,275.49,1,0.5,-170.8038,2014,12,6,0,0,1,0,1,0,0,0,0,0,1
31907,24.96,4,0.0,6.24,2016,5,25,0,0,0,1,0,0,1,0,0,1,0
19120,3.984,1,0.2,0.6474,2014,6,21,0,0,0,1,1,0,0,0,0,1,0
42071,191.82,3,0.0,74.8098,2016,12,5,1,0,0,0,1,0,0,0,0,1,0
10035,344.22,2,0.4,-103.266,2015,9,17,0,0,0,1,0,0,1,0,0,0,1
78577,22.608,3,0.6,-10.1736,2016,8,23,0,0,0,1,0,0,1,0,0,1,0
84084,66.69,3,0.0,22.0077,2015,11,8,0,0,0,1,1,0,0,0,0,1,0
78521,327.7328,2,0.32,-14.4588,2017,11,17,0,0,0,1,1,0,0,1,0,0,0
19140,254.352,3,0.2,0.0,2017,4,22,0,0,0,1,0,0,1,0,0,1,0
23320,504.9,5,0.0,80.784,2017,12,17,0,0,0,1,1,0,0,0,1,0,0
48146,194.32,4,0.0,31.0912,2015,9,21,0,0,0,1,0,1,0,1,0,0,0
97030,195.136,4,0.2,-12.196,2016,11,21,0,0,0,1,1,0,0,0,1,0,0
71203,29.16,2,0.0,10.7892,2015,6,11,0,0,0,1,1,0,0,0,0,1,0
91104,171.288,3,0.2,-6.4233,2017,10,3,0,0,0,1,0,1,0,0,0,0,1
37421,16.72,5,0.2,3.344,2016,5,5,0,0,0,1,1,0,0,0,0,1,0
90805,2054.272,8,0.2,256.784,2017,9,11,0,1,0,0,0,0,1,0,1,0,0
31907,411.8,2,0.0,70.006,2017,4,2,1,0,0,0,0,0,1,0,0,0,1
83642,41.96,2,0.0,2.9372,2017,10,6,0,0,0,1,0,0,1,0,0,1,0
94110,30.56,2,0.0,10.3904,2017,10,19,0,0,1,0,0,1,0,0,0,1,0
94110,24.368,2,0.2,-3.3506,2017,10,19,0,0,1,0,0,1,0,0,0,0,1
19711,124.41,3,0.0,14.9292,2014,11,17,0,0,0,1,0,1,0,0,0,1,0
90032,120.666,2,0.15,18.4548,2015,10,3,0,0,0,1,1,0,0,1,0,0,0
75217,16.74,5,0.6,-14.229,2014,7,20,0,0,0,1,0,0,1,0,0,1,0
75217,981.372,2,0.3,-140.196,2014,7,20,0,0,0,1,0,0,1,0,1,0,0
77070,3.984,2,0.6,-2.6892,2017,2,9,0,0,0,1,1,0,0,0,0,1,0
42420,61.0,5,0.0,25.62,2017,3,31,0,0,1,0,0,0,1,0,0,1,0
76106,220.2656,4,0.32,-42.1096,2017,4,27,0,0,0,1,0,1,0,1,0,0,0
10024,242.352,3,0.2,9.0882,2017,4,14,0,0,0,1,1,0,0,1,0,0,0
2908,220.98,1,0.0,50.8254,2017,12,22,0,0,1,0,0,1,0,1,0,0,0
98105,532.704,6,0.2,-39.9528,2016,8,23,0,0,0,1,1,0,0,0,1,0,0
33801,1123.92,5,0.2,-182.637,2015,6,11,1,0,0,0,0,1,0,0,1,0,0
33801,48.672,3,0.2,7.3008,2015,6,11,1,0,0,0,0,1,0,0,0,1,0
90049,44.46,2,0.0,14.6718,2014,12,16,1,0,0,0,0,0,1,0,0,1,0
90049,241.568,2,0.2,18.1176,2014,12,16,1,0,0,0,0,0,1,0,1,0,0
11572,13.28,2,0.0,6.3744,2014,8,24,1,0,0,0,0,1,0,0,0,1,0
75081,22.848,3,0.6,-17.7072,2017,11,12,0,0,0,1,0,0,1,0,0,1,0
78745,347.802,7,0.3,-24.843,2016,9,5,0,0,0,1,0,1,0,0,1,0,0
98105,963.136,4,0.2,108.3528,2017,2,11,0,0,1,0,0,1,0,0,1,0,0
43055,262.864,7,0.2,69.0018,2015,12,15,1,0,0,0,1,0,0,0,0,1,0
10009,284.364,2,0.4,-75.8304,2015,8,24,0,0,0,1,0,1,0,0,0,0,1
48911,67.0,5,0.0,32.16,2016,10,29,1,0,0,0,1,0,0,0,0,1,0
32303,390.272,8,0.2,-24.392,2016,5,28,0,0,0,1,0,1,0,0,1,0,0
60623,528.43,5,0.3,0.0,2016,3,21,0,0,0,1,1,0,0,0,1,0,0
80525,180.588,2,0.7,-240.784,2017,9,23,0,0,0,1,1,0,0,1,0,0,0
10011,20.94,3,0.0,6.0726,2017,12,5,0,0,0,1,0,1,0,0,0,1,0
10011,58.68,2,0.0,18.1908,2017,12,5,0,0,0,1,0,1,0,0,0,1,0
44312,149.232,3,0.2,3.7308,2014,5,18,0,0,1,0,1,0,0,0,0,1,0
92037,39.88,2,0.0,11.1664,2014,11,10,0,0,0,1,1,0,0,0,0,1,0
92037,53.2,5,0.0,14.896,2014,11,10,0,0,0,1,1,0,0,0,0,1,0
10009,114.9,5,0.0,39.066,2017,9,1,0,0,1,0,1,0,0,0,0,1,0
6824,181.797,1,0.3,-15.5826,2016,1,15,0,1,0,0,1,0,0,0,0,0,1
77095,318.43,5,0.3,-77.333,2016,11,20,0,0,0,1,0,1,0,0,1,0,0
77095,7.068,3,0.6,-2.8272,2016,11,20,0,0,0,1,0,1,0,0,0,1,0
75051,317.058,3,0.3,-18.1176,2017,12,1,0,0,0,1,1,0,0,0,1,0,0
98103,113.888,2,0.2,9.9652,2016,9,17,0,0,0,1,0,0,1,0,1,0,0
19120,60.312,3,0.2,5.2773,2017,4,17,1,0,0,0,1,0,0,0,0,1,0
37064,79.974,3,0.4,-29.3238,2016,12,9,0,0,1,0,0,1,0,0,0,0,1
90049,203.92,5,0.2,22.941,2015,2,9,0,0,0,1,1,0,0,0,1,0,0
10035,15.24,3,0.0,5.1816,2014,9,30,0,0,0,1,0,1,0,0,0,1,0
92024,3.48,2,0.0,1.1136,2014,12,26,0,0,0,1,1,0,0,0,0,1,0
19140,60.312,3,0.2,5.2773,2014,11,18,0,0,0,1,1,0,0,0,0,1,0
39503,86.45,7,0.0,38.038,2016,3,20,0,0,1,0,0,1,0,0,0,1,0
92037,603.92,5,0.2,45.294,2014,9,27,0,0,0,1,1,0,0,0,1,0,0
11572,271.764,2,0.1,48.3136,2017,12,24,0,0,0,1,1,0,0,0,1,0,0
78664,341.96,5,0.6,-427.45,2017,11,10,0,0,1,0,0,1,0,0,0,1,0
38401,662.88,3,0.2,74.574,2014,12,20,0,0,0,1,1,0,0,0,1,0,0
10009,128.82,3,0.0,50.2398,2015,7,23,0,0,0,1,0,0,1,0,0,1,0
60653,2.032,1,0.6,-1.3208,2017,12,14,0,0,0,1,0,0,1,0,0,1,0
94601,129.92,4,0.0,10.3936,2017,8,21,1,0,0,0,1,0,0,0,0,1,0
94601,568.728,3,0.2,28.4364,2017,8,21,1,0,0,0,1,0,0,0,0,0,1
2169,244.615,1,0.3,20.967,2016,8,27,0,0,1,0,1,0,0,0,0,0,1
92037,435.999,3,0.15,20.5176,2014,9,23,0,0,0,1,0,1,0,1,0,0,0
6010,70.56,1,0.3,-4.032,2014,7,19,0,0,0,1,0,1,0,0,0,0,1
10024,35.28,3,0.0,11.9952,2015,6,4,0,0,1,0,0,0,1,0,0,1,0
77036,9.552,3,0.6,-3.8208,2016,7,16,0,0,1,0,0,1,0,0,0,1,0
92691,290.666,2,0.15,3.4196,2014,1,31,1,0,0,0,1,0,0,1,0,0,0
89115,141.96,2,0.0,41.1684,2015,11,21,0,0,0,1,1,0,0,1,0,0,0
11550,28.44,3,0.0,11.376,2015,12,4,0,0,0,1,1,0,0,0,0,1,0
11550,364.41,5,0.1,8.098,2015,12,4,0,0,0,1,1,0,0,0,1,0,0
11550,361.764,2,0.1,68.3332,2015,12,4,0,0,0,1,1,0,0,0,1,0,0
19120,24.048,9,0.2,7.2144,2017,11,23,1,0,0,0,1,0,0,0,0,1,0
10035,384.174,7,0.1,29.8802,2015,12,4,0,0,1,0,1,0,0,0,1,0,0
28205,154.764,3,0.4,-36.1116,2017,10,7,0,0,0,1,0,0,1,0,0,0,1
60477,22.288,7,0.6,-8.9152,2015,5,4,1,0,0,0,0,1,0,0,0,1,0
77095,65.424,4,0.6,-52.3392,2017,5,29,0,0,0,1,1,0,0,0,0,1,0
43229,281.372,2,0.3,-12.0588,2014,4,23,0,0,0,1,0,0,1,0,1,0,0
43229,281.372,2,0.3,-12.0588,2014,4,23,0,0,0,1,0,0,1,0,1,0,0
43229,22.336,4,0.2,7.8176,2014,4,23,0,0,0,1,0,0,1,0,0,1,0
10024,271.764,2,0.1,60.392,2015,9,6,0,0,0,1,0,0,1,0,1,0,0
52001,1408.1,10,0.0,394.268,2015,9,24,0,0,0,1,0,0,1,0,1,0,0
43130,215.148,2,0.4,-103.9882,2017,7,3,0,0,1,0,0,0,1,0,0,0,1
90301,128.9,2,0.0,15.468,2017,12,8,1,0,0,0,1,0,0,0,0,1,0
60610,24.288,3,0.6,-12.7512,2015,9,27,1,0,0,0,1,0,0,0,0,1,0
75217,16.192,2,0.6,-8.5008,2017,10,30,0,1,0,0,1,0,0,0,0,1,0
75217,251.006,2,0.3,-68.1302,2017,10,30,0,1,0,0,1,0,0,0,0,0,1
19143,22.512,3,0.2,2.2512,2017,9,16,1,0,0,0,1,0,0,0,0,1,0
2151,361.96,2,0.0,83.2508,2015,9,10,0,0,0,1,0,1,0,1,0,0,0
39212,133.38,6,0.0,58.6872,2016,12,14,0,0,0,1,1,0,0,0,0,1,0
94122,16.74,2,0.0,4.3524,2016,12,1,0,0,0,1,1,0,0,0,0,1,0
48127,180.98,1,0.0,47.0548,2017,3,3,0,0,0,1,1,0,0,0,1,0,0
94110,1421.664,6,0.2,-195.4788,2016,12,8,0,0,0,1,0,1,0,0,0,0,1
36608,8.96,2,0.0,2.7776,2014,4,7,1,0,0,0,1,0,0,0,0,1,0
22153,29.12,4,0.0,12.5216,2014,8,27,1,0,0,0,0,1,0,0,0,1,0
22153,1202.94,3,0.0,300.735,2014,8,27,1,0,0,0,0,1,0,0,0,0,1
60188,408.422,2,0.3,-5.8346,2015,7,2,0,0,0,1,1,0,0,0,1,0,0
60188,382.116,6,0.3,-92.7996,2015,7,2,0,0,0,1,1,0,0,0,1,0,0
56301,603.92,4,0.0,181.176,2017,9,24,0,0,0,1,0,1,0,0,1,0,0
90036,513.024,2,0.2,12.8256,2016,8,8,0,0,0,1,0,0,1,0,0,0,1
75023,193.0656,4,0.32,-19.8744,2014,6,20,0,0,0,1,1,0,0,1,0,0,0
60653,825.174,9,0.3,-117.882,2017,9,4,1,0,0,0,0,1,0,1,0,0,0
60505,796.425,7,0.5,-525.6405,2015,6,22,1,0,0,0,0,0,1,0,0,0,1
43229,5.352,3,0.2,1.6056,2016,9,18,1,0,0,0,1,0,0,0,0,1,0
43229,99.372,2,0.3,-7.098,2016,9,18,1,0,0,0,1,0,0,0,1,0,0
40475,33.94,1,0.0,9.1638,2017,10,30,1,0,0,0,0,0,1,0,1,0,0
60653,844.116,6,0.3,-36.1764,2016,3,29,0,0,1,0,0,0,1,0,1,0,0
75220,15.008,4,0.6,-12.0064,2016,9,9,0,0,1,0,0,0,1,0,0,1,0
39212,2430.08,8,0.0,388.8128,2016,7,25,0,0,0,1,1,0,0,0,0,0,1
49201,801.96,2,0.0,200.49,2015,12,10,0,0,0,1,0,1,0,0,0,0,1
49201,191.96,2,0.0,32.6332,2015,12,10,0,0,0,1,0,1,0,0,1,0,0
19140,17.472,3,0.2,5.0232,2014,9,9,0,0,1,0,1,0,0,0,0,1,0
19143,657.93,5,0.3,-93.99,2014,11,17,0,0,0,1,1,0,0,0,1,0,0
21044,25.16,2,0.0,8.5544,2017,8,21,0,0,0,1,0,0,1,0,0,1,0
21044,91.92,4,0.0,31.2528,2017,8,21,0,0,0,1,0,0,1,0,0,1,0
78207,718.116,6,0.3,-71.8116,2017,11,19,1,0,0,0,0,1,0,0,0,0,1
31204,142.4,5,0.0,52.688,2014,9,14,0,0,0,1,1,0,0,0,0,1,0
94109,681.408,12,0.2,42.588,2017,5,19,0,0,1,0,0,0,1,0,1,0,0
45503,148.288,7,0.2,29.6576,2016,11,10,0,0,0,1,0,0,1,0,0,1,0
33317,30.88,4,0.2,3.86,2015,3,12,0,0,0,1,0,1,0,0,0,1,0
33317,6.408,3,0.2,1.4418,2015,3,12,0,0,0,1,0,1,0,0,0,1,0
19143,127.372,2,0.3,-30.9332,2017,11,6,0,0,0,1,1,0,0,0,1,0,0
92105,44.46,2,0.0,14.6718,2015,12,5,0,0,0,1,0,1,0,0,0,1,0
20735,181.96,2,0.0,20.0156,2015,7,9,0,0,0,1,1,0,0,0,0,1,0
80219,15.488,4,0.2,3.6784,2015,10,30,0,0,1,0,0,1,0,0,0,1,0
98115,141.96,2,0.0,22.7136,2015,11,19,0,0,1,0,0,0,1,0,0,1,0
14609,37.93,1,0.0,6.8274,2017,12,24,0,0,0,1,0,1,0,0,0,1,0
43615,15.168,2,0.2,3.792,2016,1,9,0,0,1,0,0,1,0,0,0,1,0
75150,6.368,2,0.6,-2.5472,2014,11,23,0,0,0,1,0,1,0,0,0,1,0
90045,510.24,3,0.2,6.378,2017,10,15,1,0,0,0,0,1,0,0,0,0,1
98103,162.6,3,0.0,34.146,2017,4,21,1,0,0,0,1,0,0,0,0,1,0
98502,603.92,5,0.2,45.294,2014,12,8,0,0,1,0,1,0,0,0,1,0,0
39212,18.92,4,0.0,7.3788,2016,12,20,0,0,0,1,0,0,1,0,0,1,0
10011,71.97,3,0.0,16.5531,2017,3,6,0,0,1,0,1,0,0,0,0,1,0
31907,368.97,3,0.0,81.1734,2016,9,23,0,0,1,0,1,0,0,0,1,0,0
90301,198.46,2,0.0,99.23,2017,8,27,0,0,1,0,0,1,0,0,0,1,0
90301,230.28,3,0.2,23.028,2017,8,27,0,0,1,0,0,1,0,0,1,0,0
79762,563.43,5,0.3,-56.343,2016,3,3,1,0,0,0,0,1,0,0,1,0,0
90049,24.4,2,0.0,10.248,2015,9,18,0,0,0,1,0,1,0,0,0,1,0
53214,241.96,2,0.0,24.196,2016,8,13,0,0,1,0,0,1,0,1,0,0,0
77036,99.372,2,0.3,-1.4196,2016,3,21,0,0,0,1,0,1,0,0,0,0,1
33012,1013.832,9,0.2,101.3832,2014,12,16,0,0,1,0,0,1,0,0,1,0,0
94122,2003.52,6,0.2,-325.572,2016,12,17,0,0,0,1,1,0,0,0,0,0,1
91911,665.88,6,0.0,106.5408,2015,5,3,0,0,0,1,0,0,1,0,0,1,0
92037,333.0,3,0.2,-16.65,2014,1,27,0,0,0,1,1,0,0,0,0,0,1
27405,523.764,3,0.4,-192.0468,2017,11,4,1,0,0,0,0,1,0,0,0,0,1
28540,102.592,1,0.2,10.2592,2016,10,14,0,0,0,1,1,0,0,0,1,0,0
33317,523.92,5,0.2,-72.039,2015,11,12,0,0,0,1,0,1,0,0,1,0,0
33317,146.136,3,0.2,16.4403,2015,11,12,0,0,0,1,0,1,0,0,1,0,0
36608,801.96,2,0.0,200.49,2015,9,15,0,0,0,1,1,0,0,0,0,0,1
36608,1056.86,7,0.0,306.4894,2015,9,15,0,0,0,1,1,0,0,0,1,0,0
10024,314.352,3,0.2,-15.7176,2017,10,9,0,0,0,1,1,0,0,1,0,0,0
48234,26.64,1,0.0,7.4592,2017,5,7,0,0,0,1,0,1,0,0,1,0,0
48234,476.8,2,0.0,119.2,2017,5,7,0,0,0,1,0,1,0,0,1,0,0
19901,76.14,3,0.0,26.649,2015,11,14,0,0,0,1,1,0,0,0,0,1,0
43229,611.058,3,0.3,-34.9176,2014,11,24,0,1,0,0,0,1,0,0,1,0,0
89031,674.352,3,0.2,-109.5822,2014,7,26,0,0,0,1,1,0,0,0,1,0,0
89031,134.01,9,0.0,36.1827,2014,7,26,0,0,0,1,1,0,0,0,0,1,0
37620,170.352,3,0.2,10.647,2014,6,8,0,0,0,1,0,1,0,0,1,0,0
90049,616.998,6,0.15,-36.294,2014,10,28,1,0,0,0,0,1,0,1,0,0,0
2169,85.3,2,0.0,14.501,2015,9,21,0,1,0,0,0,0,1,0,0,1,0
94122,4.95,1,0.0,2.178,2017,6,6,0,0,0,1,0,0,1,0,0,1,0
60653,480.96,3,0.5,-269.3376,2017,2,17,0,0,0,1,0,0,1,0,0,0,1
61821,151.96,5,0.6,-182.352,2015,11,28,0,0,0,1,1,0,0,0,0,1,0
92105,240.784,1,0.2,27.0882,2015,10,23,0,0,1,0,1,0,0,0,1,0,0
92105,191.968,7,0.2,16.7972,2015,10,23,0,0,1,0,1,0,0,0,1,0,0
92105,842.352,3,0.2,42.1176,2015,10,23,0,0,1,0,1,0,0,0,1,0,0
85234,364.704,6,0.2,-36.4704,2015,6,15,0,0,0,1,1,0,0,0,0,1,0
85234,40.256,4,0.2,11.0704,2015,6,15,0,0,0,1,1,0,0,0,0,1,0
90036,1684.752,6,0.2,210.594,2016,11,24,0,0,0,1,0,1,0,0,1,0,0
19143,547.136,4,0.2,-68.392,2015,4,5,0,0,0,1,0,0,1,0,0,1,0
19143,7.584,1,0.2,2.37,2015,4,5,0,0,0,1,0,0,1,0,0,1,0
19143,352.45,5,0.5,-211.47,2015,4,5,0,0,0,1,0,0,1,1,0,0,0
10035,9.82,2,0.0,3.2406,2017,9,18,0,0,0,1,0,1,0,0,0,1,0
85023,801.6,5,0.5,-448.896,2017,7,18,0,0,0,1,1,0,0,0,0,0,1
85023,161.568,2,0.2,10.098,2017,7,18,0,0,0,1,1,0,0,0,1,0,0
85023,311.976,3,0.2,-42.8967,2017,7,18,0,0,0,1,1,0,0,0,1,0,0
98103,35.34,2,0.0,13.4292,2014,9,17,0,0,0,1,1,0,0,0,0,1,0
78550,241.332,5,0.32,-14.196,2016,3,14,1,0,0,0,1,0,0,1,0,0,0
75051,197.372,2,0.3,-25.3764,2015,6,16,0,0,0,1,1,0,0,0,1,0,0
46142,1424.9,5,0.0,356.225,2016,12,10,0,1,0,0,1,0,0,0,1,0,0
10024,14.56,2,0.0,6.2608,2017,5,18,0,0,0,1,1,0,0,0,0,1,0
77506,255.108,6,0.3,-18.222,2016,11,18,0,0,0,1,0,0,1,0,1,0,0
48205,5.47,1,0.0,2.3521,2014,4,4,0,0,0,1,1,0,0,0,0,1,0
94109,22.14,3,0.0,6.4206,2016,6,26,0,0,0,1,1,0,0,0,0,1,0
37211,44.76,3,0.2,14.547,2016,5,29,0,0,0,1,1,0,0,0,0,1,0
90045,44.67,3,0.0,12.0609,2017,2,19,1,0,0,0,0,0,1,0,0,1,0
10009,414.0,8,0.0,124.2,2016,3,29,0,0,0,1,1,0,0,0,0,1,0
23223,39.92,4,0.0,11.1776,2016,10,22,1,0,0,0,1,0,0,0,0,1,0
10024,53.316,2,0.4,-19.5492,2014,12,23,0,0,0,1,0,1,0,0,0,0,1
98115,22.77,3,0.0,9.7911,2017,12,15,0,0,0,1,0,0,1,0,0,1,0
90045,287.968,4,0.2,-3.5996,2016,7,7,0,0,1,0,1,0,0,0,1,0,0
90712,257.499,3,0.15,24.2352,2016,4,17,0,0,0,1,1,0,0,1,0,0,0
38401,79.12,5,0.2,13.846,2016,4,17,0,0,0,1,0,1,0,0,0,1,0
2895,52.96,2,0.0,20.1248,2014,11,25,0,0,1,0,1,0,0,0,0,1,0
33614,63.552,3,0.2,14.2992,2015,5,1,0,0,0,1,0,1,0,0,0,1,0
53142,512.94,3,0.0,97.4586,2015,3,8,0,0,0,1,1,0,0,1,0,0,0
53142,860.93,7,0.0,189.4046,2015,3,8,0,0,0,1,1,0,0,0,1,0,0
53142,373.08,6,0.0,82.0776,2015,3,8,0,0,0,1,1,0,0,0,0,1,0
34952,231.92,5,0.2,5.798,2015,7,17,0,0,1,0,0,1,0,1,0,0,0
98115,63.47,11,0.0,19.041,2014,10,11,0,0,0,1,0,0,1,0,0,1,0
78207,637.896,3,0.3,-127.5792,2016,3,3,0,0,0,1,1,0,0,0,0,0,1
90036,474.43,11,0.0,199.2606,2017,1,1,0,0,0,1,1,0,0,0,0,1,0
19013,170.058,3,0.3,-4.8588,2014,6,22,0,0,0,1,1,0,0,0,1,0,0
19013,853.93,5,0.3,0.0,2014,6,22,0,0,0,1,1,0,0,0,1,0,0
94110,556.665,5,0.15,6.549,2017,10,27,1,0,0,0,0,1,0,1,0,0,0
70506,232.88,4,0.0,60.5488,2017,12,24,0,0,0,1,1,0,0,0,1,0,0
94110,24.9,5,0.0,8.217,2014,12,29,0,0,0,1,0,1,0,0,0,1,0
94110,70.56,6,0.0,23.9904,2014,12,29,0,0,0,1,0,1,0,0,0,1,0
94110,204.85,5,0.0,57.358,2015,6,25,0,0,0,1,1,0,0,0,0,1,0
10011,276.69,3,0.0,49.8042,2017,6,24,0,0,1,0,1,0,0,0,0,1,0
10011,172.764,2,0.1,32.6332,2017,6,24,0,0,1,0,1,0,0,0,1,0,0
19134,409.272,2,0.4,-81.8544,2014,9,29,0,0,0,1,0,1,0,0,0,0,1
19134,67.176,1,0.4,-20.1528,2014,9,29,0,0,0,1,0,1,0,0,0,0,1
94601,572.16,3,0.2,35.76,2015,11,20,0,0,0,1,1,0,0,0,1,0,0
75081,156.3728,2,0.32,-52.8908,2016,8,28,1,0,0,0,1,0,0,1,0,0,0
33023,220.064,4,0.2,55.016,2017,11,15,0,0,0,1,1,0,0,0,0,1,0
33023,339.136,4,0.2,0.0,2017,11,15,0,0,0,1,1,0,0,0,0,1,0
72401,638.82,9,0.0,172.4814,2014,8,19,0,0,0,1,1,0,0,1,0,0,0
68025,15.92,2,0.0,7.0048,2017,12,21,0,1,0,0,0,0,1,0,0,1,0
10011,27.414,3,0.4,-14.1639,2015,9,7,0,1,0,0,1,0,0,0,0,0,1
48227,160.98,1,0.0,20.9274,2015,12,25,0,0,0,1,0,1,0,1,0,0,0
32216,91.032,3,0.2,-2.2758,2017,7,27,0,0,1,0,1,0,0,0,0,1,0
19120,79.12,5,0.2,13.846,2017,12,1,1,0,0,0,1,0,0,0,0,1,0
94110,120.784,1,0.2,-13.5882,2017,1,30,0,0,0,1,0,0,1,0,1,0,0
11520,322.59,3,0.0,64.518,2015,11,28,0,0,0,1,1,0,0,0,0,1,0
91104,433.568,2,0.2,-65.0352,2014,10,11,1,0,0,0,1,0,0,0,1,0,0
2038,81.94,1,0.0,20.485,2016,12,5,1,0,0,0,0,1,0,1,0,0,0
83704,696.42,2,0.0,160.1766,2015,11,16,0,0,0,1,0,1,0,0,0,0,1
90032,24.7,5,0.0,10.374,2016,4,8,0,0,0,1,1,0,0,0,0,1,0
2920,14.76,2,0.0,4.2804,2014,10,31,0,0,1,0,1,0,0,0,0,1,0
2920,17.67,3,0.0,7.7748,2014,10,31,0,0,1,0,1,0,0,0,0,1,0
2920,385.686,1,0.3,-60.6078,2014,10,31,0,0,1,0,1,0,0,0,0,0,1
94110,482.664,8,0.15,85.176,2017,4,1,1,0,0,0,0,1,0,1,0,0,0
98103,174.42,3,0.0,41.8608,2017,6,11,0,0,1,0,1,0,0,1,0,0,0
60623,94.428,3,0.6,-42.4926,2014,12,13,0,0,0,1,0,1,0,0,0,1,0
98103,61.584,1,0.2,-6.9282,2015,1,5,0,0,0,1,0,0,1,0,1,0,0
75220,332.028,9,0.6,-348.6294,2017,7,5,0,0,0,1,0,1,0,0,0,1,0
21215,1049.2,5,0.0,272.792,2017,11,28,0,0,0,1,0,0,1,0,0,1,0
21215,20.9,5,0.0,7.524,2017,11,28,0,0,0,1,0,0,1,0,0,1,0
6824,751.92,4,0.0,150.384,2016,12,1,0,0,1,0,1,0,0,0,1,0,0
10011,887.103,7,0.1,177.4206,2014,9,19,0,1,0,0,0,1,0,0,1,0,0
61032,10.476,3,0.6,-6.8094,2017,10,13,1,0,0,0,1,0,0,0,0,1,0
98103,196.784,2,0.2,-22.1382,2016,3,14,1,0,0,0,0,1,0,0,1,0,0
