Postal Code,Sales,Quantity,Discount,Profit,Ship Mode_First Class,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Consumer,Segment_Corporate,Segment_Home Office,Sub-Category_Bookcases,Sub-Category_Chairs,Sub-Category_Furnishings,Sub-Category_Tables,Order Date,Week,Quarter,Sales_Lag_1,Sales_Lag_2,Sales_Lag_3,Sales_Rolling_Mean_3,Sales_Rolling_Mean_7
2149,542.94,3,0.0,141.1644,0,0,0,1,0,0,1,0,1,0,0,2015-09-21,39,3,47.12,150.98,902.712,247.0133333333333,262.96514285714295
38401,14.136,3,0.2,4.2408,0,0,0,1,1,0,0,0,0,1,0,2017-09-09,36,3,542.94,47.12,150.98,201.3986666666666,261.32285714285723
48858,17.14,2,0.0,6.1704,0,1,0,0,1,0,0,0,0,1,0,2015-10-15,42,4,14.136,542.94,47.12,191.40533333333326,260.1971428571429
94122,123.96,3,0.0,11.1564,0,0,1,0,1,0,0,0,0,1,0,2017-08-03,31,3,17.14,14.136,542.94,51.74533333333326,256.99828571428577
94122,586.398,6,0.15,34.494,0,0,0,1,0,1,0,1,0,0,0,2015-08-21,34,3,123.96,17.14,14.136,242.49933333333328,211.81057142857148
80525,579.136,4,0.2,-28.9568,0,0,1,0,1,0,0,0,1,0,0,2017-10-22,42,4,586.398,123.96,17.14,429.83133333333325,272.97571428571433
10011,145.764,2,0.1,-8.098,0,0,0,1,0,0,1,0,1,0,0,2016-08-12,32,3,579.136,586.398,123.96,437.0993333333333,287.0677142857144
10009,434.646,3,0.1,62.7822,0,0,0,1,0,0,1,0,1,0,0,2016-04-26,17,2,145.764,579.136,586.398,386.5153333333333,271.59714285714296
19140,844.116,6,0.3,-36.1764,0,0,0,1,1,0,0,0,1,0,0,2015-05-03,18,2,434.646,145.764,579.136,474.8419999999999,390.16571428571433
98115,79.92,4,0.0,34.3656,0,0,0,1,0,1,0,0,0,1,0,2016-01-10,1,1,844.116,434.646,145.764,452.89399999999995,399.1342857142858
76106,623.4648,7,0.32,-119.1918,0,0,0,1,0,1,0,1,0,0,0,2017-05-06,18,2,79.92,844.116,434.646,515.8335999999999,470.4921142857143
48205,272.94,3,0.0,30.0234,0,0,0,1,1,0,0,0,0,1,0,2016-07-31,30,3,623.4648,79.92,844.116,325.4415999999999,425.7124
19120,15.008,2,0.2,1.5008,0,0,1,0,1,0,0,0,0,1,0,2017-03-27,13,1,272.94,623.4648,79.92,303.8042666666666,345.12268571428575
19120,241.92,4,0.4,-56.448,0,0,0,1,0,1,0,0,0,0,1,2016-08-29,35,3,15.008,272.94,623.4648,176.62266666666656,358.8592571428572
19120,163.88,4,0.5,-81.94,0,0,0,1,0,1,0,1,0,0,0,2016-08-29,35,3,241.92,15.008,272.94,140.26933333333326,320.17840000000007
85705,51.968,2,0.2,10.3936,1,0,0,0,1,0,0,0,0,1,0,2014-12-20,51,4,163.88,241.92,15.008,152.58933333333326,207.01440000000005
85705,242.352,3,0.2,-42.4116,1,0,0,0,1,0,0,0,1,0,0,2014-12-20,51,4,51.968,163.88,241.92,152.73333333333326,230.21897142857148
48205,302.94,3,0.0,48.4704,0,1,0,0,1,0,0,0,1,0,0,2015-12-17,51,4,242.352,51.968,163.88,199.0866666666666,184.42971428571437
48205,142.36,2,0.0,38.4372,0,1,0,0,1,0,0,0,1,0,0,2015-12-17,51,4,302.94,242.352,51.968,229.21733333333327,165.77542857142862
48205,546.66,9,0.0,136.665,0,1,0,0,1,0,0,0,1,0,0,2015-12-17,51,4,142.36,302.94,242.352,330.65333333333325,241.72571428571433
48205,212.13,3,0.0,14.8491,0,1,0,0,1,0,0,0,0,1,0,2015-12-17,51,4,546.66,142.36,302.94,300.3833333333332,237.47000000000006
78745,7.996,1,0.6,-6.9965,0,0,0,1,0,0,1,0,0,1,0,2017-05-11,19,2,212.13,546.66,142.36,255.59533333333323,215.2008571428572
6708,173.24,4,0.0,17.324,1,0,0,0,1,0,0,0,0,1,0,2016-05-17,20,2,7.996,212.13,546.66,131.12199999999987,232.52542857142865
77340,56.568,2,0.6,-74.9526,0,0,0,1,1,0,0,0,0,1,0,2014-12-16,51,4,173.24,7.996,212.13,79.2679999999999,205.9848571428572
98115,521.96,2,0.0,88.7332,0,0,1,0,0,0,1,0,0,0,1,2017-12-03,48,4,56.568,173.24,7.996,250.58933333333323,237.27342857142864
60505,268.935,3,0.5,-209.7693,0,0,1,0,1,0,0,0,0,0,1,2014-06-07,23,2,521.96,56.568,173.24,282.4876666666666,255.3555714285715
10009,275.952,3,0.2,-37.9434,0,0,1,0,0,0,1,1,0,0,0,2014-11-25,48,4,268.935,521.96,56.568,355.6156666666666,216.68300000000005
92105,19.92,3,0.0,9.5616,0,0,1,0,1,0,0,0,0,1,0,2015-03-29,13,1,275.952,268.935,521.96,188.2689999999999,189.22442857142863
10035,658.746,3,0.1,146.388,0,0,0,1,0,1,0,0,1,0,0,2016-04-07,14,2,19.92,275.952,268.935,318.2059999999999,282.18871428571435
90805,35.544,1,0.2,-0.8886,0,0,0,1,1,0,0,0,0,0,1,2015-02-18,8,1,658.746,19.92,275.952,238.06999999999985,262.5178571428572
94110,35.28,3,0.0,11.9952,0,1,0,0,0,1,0,0,0,1,0,2016-03-03,9,1,35.544,658.746,19.92,243.18999999999986,259.47671428571437
38301,209.568,2,0.2,-23.5764,0,0,0,1,1,0,0,0,1,0,0,2017-11-20,47,4,35.28,35.544,658.746,93.46399999999988,214.84928571428577
60610,6.464,1,0.6,-4.04,0,0,0,1,1,0,0,0,0,1,0,2017-11-23,47,4,209.568,35.28,35.544,83.77066666666656,177.35342857142865
14215,63.882,1,0.1,10.647,1,0,0,0,1,0,0,0,1,0,0,2014-07-08,28,3,6.464,209.568,35.28,93.30466666666655,147.05771428571435
77070,683.144,4,0.3,0.0,0,0,0,1,1,0,0,0,1,0,0,2014-11-07,45,4,63.882,6.464,209.568,251.1633333333332,241.80400000000006
80906,69.576,4,0.7,-143.7904,0,0,0,1,1,0,0,1,0,0,0,2015-12-11,50,4,683.144,63.882,6.464,272.20066666666656,157.63685714285722
80906,52.416,9,0.2,15.0696,0,0,0,1,1,0,0,0,0,1,0,2015-12-11,50,4,69.576,683.144,63.882,268.37866666666656,160.04714285714292
80906,54.92,5,0.2,10.984,0,0,0,1,1,0,0,0,0,1,0,2015-12-11,50,4,52.416,69.576,683.144,58.970666666666546,162.8528571428572
80906,364.95,5,0.5,-248.166,0,0,0,1,1,0,0,0,0,0,1,2015-12-11,50,4,54.92,52.416,69.576,157.42866666666654,185.05028571428576
90036,43.13,1,0.0,18.1146,0,0,0,1,0,1,0,0,0,1,0,2015-03-16,12,1,364.95,54.92,52.416,154.33333333333323,190.28828571428576
32216,30.192,3,0.2,8.3028,0,0,0,1,0,1,0,0,0,1,0,2016-05-14,19,2,43.13,364.95,54.92,146.09066666666655,185.47542857142864
19140,91.008,9,0.2,19.3392,0,0,1,0,1,0,0,0,0,1,0,2017-07-13,28,3,30.192,43.13,364.95,54.77666666666655,100.88457142857149
19134,380.058,3,0.3,-21.7176,0,0,1,0,1,0,0,0,1,0,0,2016-11-14,46,4,91.008,30.192,43.13,167.08599999999987,145.23914285714292
19134,48.576,3,0.2,9.7152,0,0,1,0,1,0,0,0,0,1,0,2016-11-14,46,4,380.058,91.008,30.192,173.21399999999986,144.69057142857147
43229,127.554,3,0.3,-9.111,0,0,0,1,1,0,0,0,1,0,0,2016-11-21,47,4,48.576,380.058,91.008,185.39599999999987,155.06685714285717
43229,77.952,3,0.2,15.5904,0,0,0,1,1,0,0,0,0,1,0,2016-11-21,47,4,127.554,48.576,380.058,84.69399999999989,114.06714285714293
42420,27.58,2,0.0,11.5836,0,0,0,1,0,0,1,0,0,1,0,2017-11-20,47,4,77.952,127.554,48.576,77.69533333333322,111.84571428571435
99301,975.92,5,0.2,121.99,0,0,0,1,1,0,0,0,1,0,0,2014-09-08,37,3,27.58,77.952,127.554,360.48399999999987,246.94971428571435
94601,12.54,3,0.0,4.5144,0,0,1,0,1,0,0,0,0,1,0,2014-12-12,50,4,975.92,27.58,77.952,338.6799999999999,235.74000000000004
94601,9.24,3,0.0,4.4352,0,0,1,0,1,0,0,0,0,1,0,2014-12-12,50,4,12.54,975.92,27.58,332.56666666666655,182.76600000000005
90004,77.6,4,0.0,38.024,0,0,0,1,1,0,0,0,0,1,0,2015-01-13,3,1,9.24,12.54,975.92,33.12666666666655,186.9122857142858
90004,464.85,9,0.0,92.97,0,0,0,1,1,0,0,0,0,1,0,2015-01-13,3,1,77.6,9.24,12.54,183.89666666666656,235.09742857142865
98103,2404.704,6,0.2,150.294,0,0,0,1,1,0,0,0,1,0,0,2017-11-13,46,4,464.85,77.6,9.24,982.3846666666667,567.4905714285716
42420,975.92,4,0.0,292.776,0,0,1,0,0,1,0,0,1,0,0,2017-11-02,44,4,2404.704,464.85,77.6,1281.8246666666666,702.9677142857144
30062,182.67,3,0.0,52.9743,0,0,1,0,0,1,0,0,1,0,0,2016-11-28,48,4,975.92,2404.704,464.85,1187.7646666666667,589.6462857142858
44134,183.372,2,0.3,-7.8588,1,0,0,0,1,0,0,0,1,0,0,2014-10-15,42,4,182.67,975.92,2404.704,447.3206666666667,614.0508571428572
77070,674.058,3,0.3,-19.2588,0,0,1,0,0,1,0,0,1,0,0,2014-12-01,49,4,183.372,182.67,975.92,346.7,709.0248571428573
77573,254.058,3,0.3,-32.6646,0,0,1,0,1,0,0,0,1,0,0,2017-10-09,41,4,674.058,183.372,182.67,370.49600000000004,734.233142857143
20877,173.94,3,0.0,38.2668,0,0,0,1,0,1,0,1,0,0,0,2016-01-02,53,1,254.058,674.058,183.372,367.35200000000003,692.6745714285715
60623,91.275,1,0.5,-67.5435,0,0,0,1,1,0,0,0,0,0,1,2017-10-19,42,4,173.94,254.058,674.058,173.091,362.1847142857144
6824,897.15,3,0.0,251.202,0,0,0,1,0,0,1,0,1,0,0,2017-12-01,48,4,91.275,173.94,254.058,387.455,350.93185714285715
94109,333.999,3,0.15,3.9294,0,0,0,1,1,0,0,1,0,0,0,2014-01-13,3,1,897.15,91.275,173.94,440.808,372.55028571428574
19805,1268.82,9,0.0,266.4522,0,0,0,1,1,0,0,0,1,0,0,2015-02-06,6,1,333.999,897.15,91.275,833.323,527.6142857142858
19805,283.92,4,0.0,82.3368,0,0,0,1,1,0,0,1,0,0,0,2015-02-06,6,1,1268.82,333.999,897.15,628.913,471.8802857142858
90045,18.84,3,0.0,6.0288,0,0,0,1,1,0,0,0,0,1,0,2017-11-27,48,4,283.92,1268.82,333.999,523.86,438.27771428571435
89031,37.4,2,0.0,14.212,0,0,1,0,0,1,0,0,0,1,0,2014-06-09,24,2,18.84,283.92,1268.82,113.38666666666667,418.77200000000005
98103,48.712,1,0.2,5.4801,1,0,0,0,1,0,0,0,1,0,0,2014-03-07,10,1,37.4,18.84,283.92,34.984,412.6915714285715
2908,110.98,1,0.0,15.5372,0,0,1,0,0,0,1,0,1,0,0,2015-08-02,31,3,48.712,37.4,18.84,65.69733333333333,300.3815714285715
32216,207.984,2,0.2,-28.5978,1,0,0,0,0,1,0,0,1,0,0,2016-11-06,44,4,110.98,48.712,37.4,122.55866666666668,282.3794285714286
32216,35.568,2,0.2,5.7798,1,0,0,0,0,1,0,0,0,1,0,2016-11-06,44,4,207.984,110.98,48.712,118.17733333333335,106.2005714285715
80906,1325.76,6,0.2,149.148,0,0,0,1,0,0,1,0,1,0,0,2016-04-24,16,2,35.568,207.984,110.98,523.1039999999999,255.0348571428572
38109,20.32,5,0.2,3.556,0,0,0,1,0,1,0,0,0,1,0,2015-12-18,51,4,1325.76,35.568,207.984,460.5493333333334,255.24628571428576
85023,209.979,7,0.7,-356.9643,1,0,0,0,0,1,0,1,0,0,0,2017-05-11,19,2,20.32,1325.76,35.568,518.6863333333333,279.9004285714286
43615,35.168,7,0.2,9.6712,0,0,0,1,1,0,0,0,0,1,0,2014-11-24,48,4,209.979,20.32,1325.76,88.48899999999999,277.9655714285715
90008,10.11,3,0.0,3.2352,1,0,0,0,1,0,0,0,0,1,0,2014-11-15,46,4,35.168,209.979,20.32,85.08566666666667,263.55557142857145
92037,39.92,4,0.0,11.1776,0,0,0,1,1,0,0,0,0,1,0,2016-12-18,50,4,10.11,35.168,209.979,28.399333333333335,239.54642857142863
73120,302.67,3,0.0,72.6408,0,0,0,1,1,0,0,0,1,0,0,2017-07-29,30,3,39.92,10.11,35.168,117.56666666666668,277.7038571428572
8360,212.94,3,0.0,25.5528,0,0,0,1,0,1,0,0,1,0,0,2016-12-26,52,4,302.67,39.92,10.11,185.17666666666665,118.72957142857149
53209,687.4,5,0.0,48.118,0,0,1,0,0,0,1,1,0,0,0,2015-08-09,32,3,212.94,302.67,39.92,401.0033333333334,214.02671428571435
98115,653.55,3,0.0,111.1035,0,0,0,1,0,1,0,0,0,0,1,2014-04-06,14,2,687.4,212.94,302.67,517.9633333333333,277.39400000000006
19805,199.836,4,0.3,-37.1124,1,0,0,0,0,1,0,0,0,0,1,2015-07-11,28,3,653.55,687.4,212.94,513.5953333333333,300.91800000000006
90036,467.46,9,0.0,191.6586,0,0,1,0,1,0,0,0,0,1,0,2016-11-10,45,4,199.836,653.55,687.4,440.282,366.25371428571435
75217,1352.3976,9,0.32,-437.5404,0,0,1,0,1,0,0,1,0,0,0,2015-01-03,1,1,467.46,199.836,653.55,673.2312000000001,553.7505142857143
55407,123.96,3,0.0,11.1564,0,0,0,1,1,0,0,0,0,1,0,2015-05-08,19,2,1352.3976,467.46,199.836,647.9392,528.2205142857143
27217,1781.682,7,0.4,-653.2834,0,0,0,1,1,0,0,0,0,0,1,2017-11-30,48,4,123.96,1352.3976,467.46,1086.0132,752.3265142857144
48183,53.88,6,0.0,22.6296,0,0,0,1,0,0,1,0,0,1,0,2014-08-08,32,3,1781.682,123.96,1352.3976,653.1740000000001,661.8236571428572
77070,744.1,5,0.3,-95.67,0,0,1,0,1,0,0,0,0,0,1,2014-04-20,16,2,53.88,1781.682,123.96,859.8873333333335,674.7593714285715
77070,401.59,2,0.3,-131.951,0,0,1,0,1,0,0,0,0,0,1,2014-04-20,16,2,744.1,53.88,1781.682,399.8566666666666,703.5813714285715
94122,359.499,3,0.15,-29.6058,0,0,0,1,1,0,0,1,0,0,0,2017-11-25,47,4,401.59,744.1,53.88,501.7296666666666,688.1583714285715
60610,214.95,5,0.5,-120.372,0,0,0,1,1,0,0,0,0,0,1,2014-12-06,49,4,359.499,401.59,744.1,325.34633333333335,525.6658571428571
60610,10.776,3,0.6,-4.8492,0,0,0,1,1,0,0,0,0,1,0,2014-12-06,49,4,214.95,359.499,401.59,195.07500000000002,509.4967142857144
32725,186.304,4,0.2,13.9728,0,0,0,1,1,0,0,0,1,0,0,2014-12-14,50,4,10.776,214.95,359.499,137.34333333333333,281.5855714285715
60610,17.496,9,0.6,-7.4358,0,1,0,0,1,0,0,0,0,1,0,2015-11-13,46,4,186.304,10.776,214.95,71.52533333333334,276.3878571428572
10009,464.292,9,0.4,-108.3348,0,1,0,0,1,0,0,0,0,0,1,2014-09-14,37,3,17.496,186.304,10.776,222.69733333333332,236.41528571428577
92804,101.12,8,0.0,37.4144,0,0,0,1,0,1,0,0,0,1,0,2017-12-29,52,4,464.292,17.496,186.304,194.30266666666668,193.49100000000007
73120,30.36,4,0.0,13.0548,0,0,0,1,0,1,0,0,0,1,0,2016-11-13,45,4,101.12,464.292,17.496,198.5906666666667,146.47114285714292
10009,1317.492,6,0.1,292.776,0,0,0,1,1,0,0,0,1,0,0,2016-04-01,13,2,30.36,101.12,464.292,482.99066666666664,303.9771428571429
90045,86.26,2,0.0,29.3284,0,0,0,1,1,0,0,0,0,1,0,2017-02-02,5,1,1317.492,30.36,101.12,478.03733333333327,314.7605714285715
85224,8.544,4,0.2,1.9224,0,0,0,1,0,0,1,0,0,1,0,2017-12-24,51,4,86.26,1317.492,30.36,470.76533333333333,289.36628571428577
85224,842.376,3,0.2,105.297,0,0,0,1,0,0,1,0,1,0,0,2017-12-24,51,4,8.544,86.26,1317.492,312.3933333333333,407.2062857142858
63122,212.94,3,0.0,34.0704,1,0,0,0,1,0,0,0,0,1,0,2015-08-07,32,3,842.376,8.544,86.26,354.61999999999995,371.29885714285723
60653,569.058,3,0.3,-178.8468,0,0,1,0,0,0,1,0,1,0,0,2017-06-30,26,2,212.94,842.376,8.544,541.458,438.14714285714297
60653,14.224,2,0.6,-10.3124,0,0,1,0,0,0,1,0,0,1,0,2017-06-30,26,2,569.058,212.94,842.376,265.4073333333333,435.84200000000004
98103,1367.84,8,0.0,259.8896,0,0,0,1,0,1,0,1,0,0,0,2014-07-30,31,3,14.224,569.058,212.94,650.3739999999999,443.03457142857144
48180,301.96,2,0.0,33.2156,0,0,1,0,1,0,0,0,1,0,0,2016-11-18,46,4,1367.84,14.224,569.058,561.3413333333333,473.8488571428571
91104,170.352,3,0.2,-17.0352,0,0,0,1,1,0,0,0,1,0,0,2015-07-06,28,3,301.96,1367.84,14.224,613.3839999999999,496.9642857142857
48640,563.94,3,0.0,112.788,0,0,0,1,1,0,0,0,1,0,0,2014-11-10,46,4,170.352,301.96,1367.84,345.4173333333333,457.1877142857143
76706,328.3992,3,0.32,-91.7586,0,0,0,1,1,0,0,1,0,0,0,2017-10-19,42,4,563.94,170.352,301.96,354.2304,473.6818857142858
90036,37.68,2,0.0,15.8256,0,0,0,1,0,1,0,0,0,1,0,2015-04-13,16,2,328.3992,563.94,170.352,310.00640000000004,397.7707428571429
47201,1516.2,7,0.0,394.212,0,0,0,1,1,0,0,0,1,0,0,2015-09-13,37,3,37.68,328.3992,563.94,627.4264,612.338742857143
29203,397.6,5,0.0,43.736,0,0,1,0,0,1,0,0,0,1,0,2014-11-28,48,4,1516.2,37.68,328.3992,650.4933333333333,473.7330285714287
94601,104.23,7,0.0,28.1421,0,0,0,1,1,0,0,0,0,1,0,2015-08-15,33,3,397.6,1516.2,37.68,672.6766666666667,445.4858857142858
48205,498.26,7,0.0,134.5302,0,1,0,0,1,0,0,0,1,0,0,2017-09-01,35,3,104.23,397.6,1516.2,333.3633333333334,492.3298857142858
48234,212.94,3,0.0,57.4938,0,0,0,1,0,0,1,1,0,0,0,2014-06-14,24,2,498.26,104.23,397.6,271.8100000000001,442.18702857142864
10011,353.568,2,0.2,-44.196,0,0,0,1,1,0,0,1,0,0,0,2016-06-21,25,2,212.94,498.26,104.23,354.92266666666677,445.7825714285715
93727,697.16,5,0.2,8.7145,0,0,1,0,1,0,0,0,0,0,1,2017-03-19,11,1,353.568,212.94,498.26,421.2226666666667,539.994
93727,30.93,1,0.0,12.6813,0,0,1,0,1,0,0,0,0,1,0,2017-03-19,11,1,697.16,353.568,212.94,360.5526666666667,327.8125714285715
71854,605.34,6,0.0,145.2816,0,0,0,1,0,1,0,0,1,0,0,2014-10-18,42,4,30.93,697.16,353.568,444.4766666666667,357.48971428571434
94110,210.008,1,0.2,2.6251,1,0,0,0,1,0,0,0,0,0,1,2017-08-22,34,3,605.34,30.93,697.16,282.09266666666673,372.60085714285714
21044,164.22,3,0.0,50.9082,0,0,0,1,1,0,0,0,0,1,0,2014-09-20,38,3,210.008,605.34,30.93,326.52266666666674,324.8808571428572
21044,362.94,3,0.0,36.294,0,0,0,1,1,0,0,1,0,0,0,2014-09-20,38,3,164.22,210.008,605.34,245.72266666666675,346.30942857142867
90032,136.464,2,0.2,15.3522,0,0,1,0,0,1,0,0,0,0,1,2016-08-02,31,3,362.94,164.22,210.008,221.20800000000008,315.2945714285715
18018,99.372,2,0.3,-7.098,0,0,1,0,0,1,0,0,1,0,0,2015-03-05,10,1,136.464,362.94,164.22,199.59200000000007,229.89628571428577
18018,33.568,2,0.2,-5.4548,0,0,1,0,0,1,0,0,0,1,0,2015-03-05,10,1,99.372,136.464,362.94,89.8013333333334,230.2731428571429
77036,200.795,1,0.3,-22.948,1,0,0,0,0,0,1,0,0,0,1,2014-09-07,36,3,33.568,99.372,136.464,111.24500000000008,172.48100000000005
94110,32.36,4,0.0,11.6496,0,1,0,0,1,0,0,0,0,1,0,2017-09-11,37,3,200.795,33.568,99.372,88.90766666666673,147.10271428571437
90008,27.92,4,0.0,8.0968,0,1,0,0,0,1,0,0,0,1,0,2017-01-16,3,1,32.36,200.795,33.568,87.02500000000008,127.63128571428577
90008,399.672,7,0.2,-14.9877,0,1,0,0,0,1,0,0,0,0,1,2017-01-16,3,1,27.92,32.36,200.795,153.3173333333334,132.87871428571435
5408,715.2,3,0.0,178.8,0,0,1,0,1,0,0,0,1,0,0,2015-11-07,45,4,399.672,27.92,32.36,380.9306666666668,215.55528571428582
79762,340.116,6,0.3,-9.7176,0,0,0,1,0,0,1,0,1,0,0,2014-09-13,37,3,715.2,399.672,27.92,484.9960000000001,249.94728571428578
55901,6.16,2,0.0,2.9568,0,0,0,1,0,1,0,0,0,1,0,2015-09-05,36,3,340.116,715.2,399.672,353.8253333333334,246.03185714285723
80027,89.991,3,0.7,-152.9847,1,0,0,0,1,0,0,1,0,0,0,2017-05-05,18,2,6.16,340.116,715.2,145.4223333333334,230.20271428571436
77036,966.7,5,0.3,-13.81,0,0,0,1,1,0,0,0,1,0,0,2014-09-08,37,3,89.991,6.16,340.116,354.28366666666676,363.6798571428572
44256,51.588,1,0.4,-15.4764,0,0,0,1,1,0,0,0,0,0,1,2015-12-26,52,4,966.7,89.991,6.16,369.4263333333334,367.0610000000001
10701,14.89,1,0.0,4.0203,0,0,0,1,1,0,0,0,0,1,0,2017-07-27,30,3,51.588,966.7,89.991,344.3926666666668,312.0921428571429
22153,2275.5,10,0.0,386.835,0,0,0,1,0,1,0,0,0,0,1,2016-05-30,22,2,14.89,51.588,966.7,780.6593333333334,534.992142857143
62521,37.296,2,0.3,-1.0656,0,0,0,1,1,0,0,0,1,0,0,2014-11-16,46,4,2275.5,14.89,51.588,775.8953333333333,491.73214285714295
75043,8.544,2,0.6,-7.476,1,0,0,0,0,0,1,0,0,1,0,2014-09-21,38,3,37.296,2275.5,14.89,773.7800000000001,492.0727142857144
11572,68.95,5,0.0,28.959,0,0,0,1,0,1,0,0,0,1,0,2016-02-21,7,1,8.544,37.296,2275.5,38.263333333333335,489.06685714285726
77095,191.058,3,0.3,-46.3998,1,0,0,0,1,0,0,0,1,0,0,2017-11-19,46,4,68.95,8.544,37.296,89.51733333333334,378.2608571428572
94110,64.96,2,0.0,21.4368,0,0,0,1,0,1,0,0,0,1,0,2017-04-30,17,2,191.058,68.95,8.544,108.32266666666668,380.17114285714297
27405,187.056,9,0.2,11.691,0,0,0,1,1,0,0,0,1,0,0,2016-05-02,18,2,64.96,191.058,68.95,147.69133333333335,404.7662857142858
37918,11.808,2,0.2,1.3284,1,0,0,0,0,0,1,0,0,1,0,2017-10-02,40,4,187.056,64.96,191.058,87.94133333333333,81.38171428571435
37918,9.656,1,0.2,1.5691,1,0,0,0,0,0,1,0,0,1,0,2017-10-02,40,4,11.808,187.056,64.96,69.50666666666667,77.43314285714293
37918,2314.116,7,0.4,-1002.7836,1,0,0,0,0,0,1,0,0,0,1,2017-10-02,40,4,9.656,11.808,187.056,778.5266666666666,406.80057142857146
37918,19.76,2,0.2,5.928,1,0,0,0,0,0,1,0,0,1,0,2017-10-02,40,4,2314.116,9.656,11.808,781.1773333333334,399.77342857142867
90712,25.08,6,0.0,9.0288,0,0,0,1,1,0,0,0,0,1,0,2015-12-04,49,4,19.76,2314.116,9.656,786.3186666666667,376.0622857142858
10011,63.94,1,0.0,24.9366,0,0,0,1,1,0,0,0,0,1,0,2016-09-04,35,3,25.08,19.76,2314.116,36.26,375.9165714285715
19711,10.68,4,0.0,4.0584,0,0,0,1,1,0,0,0,0,1,0,2014-08-26,35,3,63.94,25.08,19.76,33.23333333333333,350.7200000000001
90004,279.456,6,0.2,20.9592,0,0,0,1,0,1,0,0,1,0,0,2014-05-13,20,2,10.68,63.94,25.08,118.02533333333334,388.9554285714286
28314,198.272,8,0.2,-32.2192,0,0,0,1,0,1,0,1,0,0,0,2017-04-14,15,2,279.456,10.68,63.94,162.80266666666668,415.9005714285715
67212,70.56,6,0.0,23.9904,0,0,0,1,1,0,0,0,0,1,0,2016-12-29,52,4,198.272,279.456,10.68,182.76266666666666,95.3925714285715
48237,273.96,2,0.0,71.2296,0,0,0,1,0,1,0,0,0,1,0,2017-04-08,14,2,70.56,198.272,279.456,180.93066666666664,131.70685714285722
48237,306.9,3,0.0,79.794,0,0,0,1,0,1,0,0,0,1,0,2017-04-08,14,2,273.96,70.56,198.272,217.14,171.9668571428572
77041,347.361,7,0.3,-69.4722,0,0,0,1,0,1,0,0,0,0,1,2015-10-24,43,4,306.9,273.96,70.56,309.407,212.45557142857146
19805,1025.88,6,0.0,235.9524,0,0,0,1,0,1,0,1,0,0,0,2014-11-19,47,4,347.361,306.9,273.96,560.047,357.48414285714296
94110,63.2,5,0.0,23.384,0,1,0,0,0,1,0,0,0,1,0,2016-09-24,38,3,1025.88,347.361,306.9,478.8136666666667,326.5904285714286
90004,556.665,5,0.15,6.549,0,0,0,1,1,0,0,1,0,0,0,2016-04-09,14,2,63.2,1025.88,347.361,548.5816666666667,377.7894285714287
90045,111.9,6,0.0,51.474,1,0,0,0,1,0,0,0,0,1,0,2016-12-03,48,4,556.665,63.2,1025.88,243.92166666666665,383.6951428571429
90036,599.165,5,0.15,35.245,0,1,0,0,0,0,1,1,0,0,0,2016-06-14,24,2,111.9,556.665,63.2,422.57666666666665,430.1530000000001
33710,31.984,2,0.2,1.999,1,0,0,0,1,0,0,0,0,1,0,2014-09-05,36,3,599.165,111.9,556.665,247.683,390.87928571428574
32137,19.52,2,0.2,5.368,1,0,0,0,0,1,0,0,0,1,0,2014-07-05,27,3,31.984,599.165,111.9,216.88966666666667,344.0448571428572
32137,213.216,3,0.2,15.9912,1,0,0,0,0,1,0,0,0,1,0,2014-07-05,27,3,19.52,31.984,599.165,88.24000000000001,227.95000000000005
66062,40.56,2,0.0,12.9792,0,0,0,1,0,0,1,0,0,1,0,2014-09-12,37,3,213.216,19.52,31.984,91.09866666666666,224.71571428571434
98026,68.46,2,0.0,20.538,0,0,0,1,1,0,0,0,0,1,0,2017-12-29,52,4,40.56,213.216,19.52,107.41199999999999,154.9721428571429
94122,1478.272,8,0.2,92.392,0,0,1,0,1,0,0,0,0,0,1,2017-09-04,36,3,68.46,40.56,213.216,529.0973333333333,350.16814285714287
90032,9.24,3,0.0,4.4352,0,0,0,1,1,0,0,0,0,1,0,2017-09-28,39,3,1478.272,68.46,40.56,518.6573333333333,265.8931428571429
85254,181.47,5,0.7,-320.597,1,0,0,0,1,0,0,1,0,0,0,2014-01-19,3,1,9.24,1478.272,68.46,556.3273333333333,287.24828571428577
94109,122.352,3,0.2,13.7646,0,0,0,1,1,0,0,0,1,0,0,2016-06-09,23,2,181.47,9.24,1478.272,104.354,301.93857142857144
92105,585.552,3,0.2,73.194,1,0,0,0,0,0,1,0,1,0,0,2014-09-26,39,3,122.352,181.47,9.24,296.458,355.12942857142855
80134,13.36,5,0.2,4.008,0,0,0,1,1,0,0,0,0,1,0,2017-12-19,51,4,585.552,122.352,181.47,240.42133333333334,351.2437142857143
80134,102.018,7,0.7,-183.6324,0,0,0,1,1,0,0,1,0,0,0,2017-12-19,51,4,13.36,585.552,122.352,233.64333333333335,356.0377142857143
33142,419.136,4,0.2,-68.1096,0,0,0,1,1,0,0,0,1,0,0,2017-01-30,5,1,102.018,13.36,585.552,178.17133333333334,204.73257142857145
32216,218.352,3,0.2,-19.1058,0,0,1,0,0,1,0,0,1,0,0,2017-04-01,13,2,419.136,102.018,13.36,246.50199999999998,234.60571428571433
